Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EOG,EOG,EOG,EOG,EOG,EOG
Date,,,,,,
2025-04-17,109.5931167602539,110.5,112.68000030517578,108.80999755859375,109.68000030517578,5905400
2025-04-21,108.21452331542969,109.11000061035156,109.31999969482422,107.41000366210938,108.58000183105469,3001800
2025-04-22,110.40638732910156,111.31999969482422,112.45999908447266,110.20999908447266,110.8499984741211,2947600
2025-04-23,110.65433502197266,111.56999969482422,113.66999816894531,110.02999877929688,112.5,3037900
2025-04-24,112.52882385253906,113.45999908447266,113.79000091552734,111.63999938964844,112.83000183105469,2075400
2025-04-25,112.14202117919922,113.06999969482422,113.52999877929688,111.80000305175781,112.29000091552734,2093400
2025-04-28,113.20323944091797,114.13999938964844,114.55000305175781,112.69999694824219,112.87999725341797,1908400
2025-04-29,112.003173828125,112.93000030517578,114.04000091552734,112.0,113.19000244140625,2323700
2025-04-30,109.42451477050781,110.33000183105469,112.0,108.54000091552734,112.0,5383300
2025-05-01,110.76343536376953,111.68000030517578,113.30000305175781,109.2699966430664,109.54000091552734,4603700
2025-05-02,109.95016479492188,110.86000061035156,112.13999938964844,108.01000213623047,111.12000274658203,6415000
2025-05-05,107.62936401367188,108.5199966430664,109.25,107.0199966430664,108.86000061035156,5226300
2025-05-06,107.82772827148438,108.72000122070312,110.2300033569336,107.88999938964844,109.48999786376953,4505000
2025-05-07,107.0838851928711,107.97000122070312,109.33999633789062,107.05999755859375,109.33999633789062,4013500
2025-05-08,108.80960083007812,109.70999908447266,112.12000274658203,108.61000061035156,109.04000091552734,6135400
2025-05-09,110.2080307006836,111.12000274658203,111.1500015258789,109.5199966430664,110.4800033569336,4079900
2025-05-12,113.1239013671875,114.05999755859375,117.16999816894531,113.95999908447266,116.05000305175781,3983600
2025-05-13,115.69264221191406,116.6500015258789,117.7699966430664,113.97000122070312,114.62999725341797,4112800
2025-05-14,114.64134216308594,115.58999633789062,116.19999694824219,114.5999984741211,115.27999877929688,3878500
2025-05-15,114.90912628173828,115.86000061035156,115.9800033569336,113.12000274658203,113.91000366210938,3243800
2025-05-16,114.55207824707031,115.5,116.70999908447266,114.87000274658203,116.51000213623047,3406000
2025-05-19,113.01480102539062,113.94999694824219,114.62999725341797,112.69000244140625,114.25,2864000
2025-05-20,111.65605163574219,112.58000183105469,114.31999969482422,112.43000030517578,114.06999969482422,2336500
2025-05-21,110.46588897705078,111.37999725341797,113.18000030517578,111.1500015258789,112.86000061035156,3198500
2025-05-22,109.8807373046875,110.79000091552734,111.44000244140625,108.6500015258789,110.41000366210938,3050900
2025-05-23,109.27574157714844,110.18000030517578,110.5999984741211,109.30999755859375,109.30999755859375,1993300
2025-05-27,110.31713104248047,111.2300033569336,111.48999786376953,109.43000030517578,110.61000061035156,2475100
2025-05-28,109.54352569580078,110.44999694824219,112.69999694824219,110.06999969482422,112.69999694824219,2260600
2025-05-29,108.97820281982422,109.87999725341797,111.02999877929688,109.37000274658203,110.45999908447266,3421100
2025-05-30,107.678955078125,108.56999969482422,109.51000213623047,107.45999908447266,108.5,5536300
2025-06-02,110.42621612548828,111.33999633789062,111.80999755859375,109.69999694824219,111.11000061035156,4151400
2025-06-03,111.89407348632812,112.81999969482422,113.88999938964844,110.16999816894531,111.36000061035156,3279200
2025-06-04,109.86090087890625,110.7699966430664,114.52999877929688,110.7699966430664,112.95999908447266,3333900
2025-06-05,110.11876678466797,111.02999877929688,112.08000183105469,110.43000030517578,111.91999816894531,2697500
2025-06-06,113.11398315429688,114.05000305175781,114.69999694824219,112.69000244140625,112.69000244140625,3055900
2025-06-09,113.39168548583984,114.33000183105469,115.27999877929688,113.18000030517578,114.19999694824219,3647600
2025-06-10,116.91254425048828,117.87999725341797,119.5199966430664,116.0,116.33999633789062,4952200
2025-06-11,118.93580627441406,119.91999816894531,120.58000183105469,117.16999816894531,118.94999694824219,3893000
2025-06-12,119.60030364990234,120.58999633789062,120.76000213623047,118.45999908447266,119.26000213623047,3318600
2025-06-13,124.25181579589844,125.27999877929688,125.87999725341797,122.5,125.23999786376953,7915200
2025-06-16,122.16905212402344,123.18000030517578,124.87000274658203,121.66000366210938,123.38999938964844,5142500
2025-06-17,123.6170654296875,124.63999938964844,125.95999908447266,123.63999938964844,124.58999633789062,4563500
2025-06-18,122.76412963867188,123.77999877929688,126.7300033569336,123.13999938964844,125.0,4553000
2025-06-20,124.29148864746094,125.31999969482422,125.95999908447266,123.80000305175781,123.98999786376953,11229400
2025-06-23,120.98881530761719,121.98999786376953,127.80999755859375,121.5199966430664,126.86000061035156,5080000
2025-06-24,119.68956756591797,120.68000030517578,122.2699966430664,119.80000305175781,120.87999725341797,3980900
2025-06-25,118.83662414550781,119.81999969482422,121.18000030517578,119.2699966430664,120.23999786376953,2799000
2025-06-26,120.13587188720703,121.12999725341797,121.16000366210938,119.45999908447266,120.0,2705300
2025-06-27,119.80858612060547,120.80000305175781,121.13999938964844,119.88999938964844,121.0,4187900
2025-06-30,118.62834930419922,119.61000061035156,120.4000015258789,118.8499984741211,120.0,3491200
2025-07-01,120.19538879394531,121.19000244140625,121.63999938964844,118.08000183105469,119.97000122070312,3680300
2025-07-02,121.87151336669922,122.87999725341797,123.26000213623047,120.66999816894531,123.19999694824219,3460500
2025-07-03,122.13929748535156,123.1500015258789,123.70999908447266,122.0,122.87000274658203,1437200
2025-07-07,118.62834930419922,119.61000061035156,122.68000030517578,118.06999969482422,122.18000030517578,3692400
2025-07-08,122.93273162841797,123.94999694824219,125.08000183105469,119.22000122070312,119.72000122070312,3753400
2025-07-09,120.88964080810547,121.88999938964844,123.94000244140625,121.5199966430664,122.9800033569336,2245700
2025-07-10,120.73095703125,121.7300033569336,122.27999877929688,119.81999969482422,121.12999725341797,2703500
2025-07-11,122.03020477294922,123.04000091552734,123.56999969482422,121.11000061035156,121.86000061035156,2215900
2025-07-14,121.59381103515625,122.5999984741211,123.0,121.16999816894531,122.61000061035156,3074500
2025-07-15,118.72753143310547,119.70999908447266,122.81999969482422,119.66999816894531,122.58999633789062,2993300
2025-07-16,117.82500457763672,118.80000305175781,120.08999633789062,117.69999694824219,119.70999908447266,3682400
2025-07-17,118.43000030517578,118.43000030517578,118.62000274658203,117.19000244140625,117.22000122070312,2795600
2025-07-18,117.68000030517578,117.68000030517578,119.68000030517578,117.43000030517578,118.98999786376953,5901900
2025-07-21,116.48999786376953,116.48999786376953,118.13999938964844,116.48999786376953,118.0199966430664,3248000
2025-07-22,117.93000030517578,117.93000030517578,118.41000366210938,116.33999633789062,116.70999908447266,2200000
2025-07-23,118.87999725341797,118.87999725341797,119.05000305175781,117.27999877929688,118.31999969482422,2798100
2025-07-24,119.05000305175781,119.05000305175781,119.69999694824219,118.08000183105469,118.77999877929688,2452100
2025-07-25,118.38999938964844,118.38999938964844,119.33000183105469,117.86000061035156,119.05999755859375,1785300
2025-07-28,121.6500015258789,121.6500015258789,121.72000122070312,119.44999694824219,119.73999786376953,2795000
2025-07-29,123.1500015258789,123.1500015258789,123.22000122070312,120.86000061035156,122.0,2916200
2025-07-30,121.23999786376953,121.23999786376953,122.86000061035156,120.6500015258789,122.2300033569336,2691400
2025-07-31,120.0199966430664,120.0199966430664,122.63999938964844,119.76000213623047,120.29000091552734,2657200
2025-08-01,116.5999984741211,116.5999984741211,119.9000015258789,115.93000030517578,119.45999908447266,2689000
2025-08-04,117.01000213623047,117.01000213623047,117.56999969482422,115.8499984741211,115.93000030517578,2300500
2025-08-05,117.77999877929688,117.77999877929688,118.06999969482422,116.30000305175781,117.22000122070312,3035000
2025-08-06,116.58999633789062,116.58999633789062,119.94000244140625,116.08000183105469,118.95999908447266,3050400
2025-08-07,115.97000122070312,115.97000122070312,119.20999908447266,115.73999786376953,117.16000366210938,4400400
2025-08-08,116.27999877929688,116.27999877929688,117.63999938964844,113.36000061035156,116.29000091552734,3969100
2025-08-11,116.83999633789062,116.83999633789062,117.86000061035156,115.05000305175781,116.9000015258789,3043100
2025-08-12,118.01000213623047,118.01000213623047,119.93000030517578,116.66999816894531,117.06999969482422,2902100
2025-08-13,119.47000122070312,119.47000122070312,119.47000122070312,117.4800033569336,118.0,2951200
2025-08-14,119.79000091552734,119.79000091552734,120.02999877929688,118.23999786376953,118.77999877929688,2246700
2025-08-15,118.98999786376953,118.98999786376953,120.7699966430664,118.94000244140625,119.81999969482422,2944400
