Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DECK,DECK,DECK,DECK,DECK,DECK
Date,,,,,,
2025-04-17,105.66999816894531,105.66999816894531,105.94000244140625,103.0199966430664,104.1500015258789,1755600
2025-04-21,103.55000305175781,103.55000305175781,104.27999877929688,100.26000213623047,103.86000061035156,1415700
2025-04-22,106.41999816894531,106.41999816894531,107.5199966430664,104.16000366210938,104.5,1558900
2025-04-23,106.66000366210938,106.66000366210938,113.0,106.2699966430664,110.22000122070312,2237600
2025-04-24,110.6500015258789,110.6500015258789,112.33000183105469,106.9800033569336,107.18000030517578,2280300
2025-04-25,109.19000244140625,109.19000244140625,110.56999969482422,108.33000183105469,109.44999694824219,2006000
2025-04-28,109.1500015258789,109.1500015258789,110.51000213623047,107.22000122070312,109.0,2011700
2025-04-29,111.69000244140625,111.69000244140625,112.13999938964844,108.4000015258789,108.48999786376953,1876100
2025-04-30,110.83000183105469,110.83000183105469,111.5199966430664,108.04000091552734,108.13999938964844,2687300
2025-05-01,111.12999725341797,111.12999725341797,112.70999908447266,110.5,110.9800033569336,1706100
2025-05-02,116.94000244140625,116.94000244140625,118.0,113.87000274658203,114.7699966430664,2490700
2025-05-05,118.33000183105469,118.33000183105469,120.58000183105469,117.86000061035156,117.86000061035156,2977500
2025-05-06,117.06999969482422,117.06999969482422,118.44999694824219,115.0999984741211,115.41999816894531,1954100
2025-05-07,120.86000061035156,120.86000061035156,121.41999816894531,117.55999755859375,118.27999877929688,2125300
2025-05-08,125.62000274658203,125.62000274658203,127.66999816894531,123.51000213623047,123.55999755859375,3557500
2025-05-09,121.06999969482422,121.06999969482422,125.73999786376953,120.88999938964844,125.01000213623047,2250200
2025-05-12,126.08000183105469,126.08000183105469,133.42999267578125,123.83000183105469,129.5,4588100
2025-05-13,129.3699951171875,129.3699951171875,130.41000366210938,127.37000274658203,128.32000732421875,2951100
2025-05-14,127.36000061035156,127.36000061035156,131.52000427246094,126.69999694824219,129.0,2884700
2025-05-15,126.94000244140625,126.94000244140625,127.48999786376953,125.16000366210938,125.37999725341797,2255200
2025-05-16,127.91000366210938,127.91000366210938,128.85000610351562,126.58999633789062,128.0500030517578,2160300
2025-05-19,127.41000366210938,127.41000366210938,128.25,125.3499984741211,126.0199966430664,2260700
2025-05-20,128.83999633789062,128.83999633789062,131.5800018310547,127.77999877929688,127.77999877929688,3407600
2025-05-21,123.36000061035156,123.36000061035156,127.94999694824219,123.02999877929688,126.18000030517578,3665000
2025-05-22,126.08999633789062,126.08999633789062,127.0,122.58000183105469,123.41999816894531,7449100
2025-05-23,101.05000305175781,101.05000305175781,102.87000274658203,96.0999984741211,97.94000244140625,19579700
2025-05-27,108.95999908447266,108.95999908447266,109.02999877929688,102.5,102.76000213623047,7532100
2025-05-28,104.31999969482422,104.31999969482422,108.66999816894531,103.73999786376953,108.4800033569336,4983800
2025-05-29,107.2699966430664,107.2699966430664,108.12999725341797,104.87999725341797,106.27999877929688,4688400
2025-05-30,105.5199966430664,105.5199966430664,106.0,103.48999786376953,105.68000030517578,4424800
2025-06-02,105.01000213623047,105.01000213623047,105.2300033569336,102.86000061035156,104.76000213623047,3042400
2025-06-03,105.83000183105469,105.83000183105469,105.91999816894531,102.87999725341797,104.5199966430664,3189800
2025-06-04,105.80999755859375,105.80999755859375,107.44999694824219,105.54000091552734,106.5,2549600
2025-06-05,108.31999969482422,108.31999969482422,110.23999786376953,105.6500015258789,105.6500015258789,3975700
2025-06-06,109.22000122070312,109.22000122070312,109.79000091552734,107.7699966430664,108.80000305175781,3155000
2025-06-09,110.91000366210938,110.91000366210938,112.33999633789062,109.2699966430664,111.5,3098600
2025-06-10,110.0,110.0,111.80000305175781,109.30999755859375,111.66999816894531,2366200
2025-06-11,107.93000030517578,107.93000030517578,111.68000030517578,107.87999725341797,111.26000213623047,2561300
2025-06-12,107.69999694824219,107.69999694824219,107.8499984741211,106.6500015258789,107.5,1704600
2025-06-13,101.4800033569336,101.4800033569336,106.0,100.80000305175781,104.91999816894531,3319400
2025-06-16,103.62999725341797,103.62999725341797,104.5,102.16000366210938,103.30000305175781,2804400
2025-06-17,102.61000061035156,102.61000061035156,104.18000030517578,101.8499984741211,103.36000061035156,1739000
2025-06-18,101.0,101.0,103.0,100.80999755859375,102.37000274658203,2693100
2025-06-20,101.69000244140625,101.69000244140625,102.55999755859375,101.04000091552734,101.8499984741211,3528800
2025-06-23,100.44000244140625,100.44000244140625,101.12999725341797,97.4800033569336,101.12999725341797,2800800
2025-06-24,102.22000122070312,102.22000122070312,102.36000061035156,100.16000366210938,101.72000122070312,2542100
2025-06-25,101.04000091552734,101.04000091552734,103.12999725341797,100.94000244140625,102.61000061035156,2128300
2025-06-26,101.93000030517578,101.93000030517578,102.12000274658203,99.5,101.94000244140625,2714400
2025-06-27,104.19999694824219,104.19999694824219,105.36000061035156,103.41000366210938,104.69999694824219,3921500
2025-06-30,103.06999969482422,103.06999969482422,104.76000213623047,102.08999633789062,104.69999694824219,2946500
2025-07-01,105.4000015258789,105.4000015258789,107.05000305175781,102.56999969482422,102.61000061035156,3180300
2025-07-02,106.26000213623047,106.26000213623047,109.08000183105469,102.87000274658203,104.55000305175781,4649800
2025-07-03,106.19999694824219,106.19999694824219,107.66000366210938,105.86000061035156,106.70999908447266,1736100
2025-07-07,105.75,105.75,106.75,105.01000213623047,106.19999694824219,2293500
2025-07-08,105.29000091552734,105.29000091552734,106.04000091552734,104.05000305175781,105.79000091552734,2389700
2025-07-09,104.91000366210938,104.91000366210938,106.86000061035156,104.5,106.22000122070312,2852200
2025-07-10,104.94999694824219,104.94999694824219,106.05999755859375,103.98999786376953,104.1500015258789,2545600
2025-07-11,101.7300033569336,101.7300033569336,105.5,101.6500015258789,104.30999755859375,3183200
2025-07-14,98.37999725341797,98.37999725341797,101.20999908447266,97.91999816894531,100.91999816894531,5132800
2025-07-15,95.31999969482422,95.31999969482422,99.12000274658203,95.22000122070312,99.04000091552734,6722400
2025-07-16,97.87999725341797,97.87999725341797,97.91999816894531,94.68000030517578,95.66000366210938,3880300
2025-07-17,101.22000122070312,101.22000122070312,101.61000061035156,98.4800033569336,98.4800033569336,4533900
2025-07-18,101.91000366210938,101.91000366210938,102.66999816894531,101.01000213623047,101.69999694824219,3412600
2025-07-21,105.0999984741211,105.0999984741211,105.73999786376953,101.66999816894531,101.66999816894531,4685300
2025-07-22,105.69000244140625,105.69000244140625,107.0,103.61000061035156,106.0,2677300
2025-07-23,108.08999633789062,108.08999633789062,108.8499984741211,106.66999816894531,107.91000366210938,3429100
