ticker,missing_old,missing_new,retried,recovered_old,recovered_new
DPZ,0,0,1,0,1
EQIX,0,0,1,1,1
HAS,0,0,1,0,1
JCI,0,0,1,1,1
OMC,0,0,1,1,1
PTC,0,0,1,1,1
WBA,0,0,1,0,1
